#
# $Id$
#
# -----------------------------------------------------------------------------------------------------							
#							
# This first section includes a set of "custom" QTs							
# which are commonly used but not defined elsewhere.							
#							
# Name	DataType	Scale	MAGE Subclass	isBackground	ConfidenceIndicator target QT	Channel	Description
>>>Tab2MAGE_FGEM[ebi.ac.uk]							
F595 CV	integer	linear_scale	SpecializedQuantitationType			Cy3	The coefficient of variation of feature pixel intensity.
F595 Mean	integer	linear_scale	MeasuredSignal			Cy3	Mean feature pixel intensity at wavelength 595 nm.
F595 Mean - B595	integer	linear_scale	SpecializedQuantitationType			Cy3	The mean feature pixel intensity at wavelength 595 nm with the median background subtracted.
F595 Median	integer	linear_scale	SpecializedQuantitationType			Cy3	Median feature pixel intensity at wavelength 595 nm.
F595 Median - B595	integer	linear_scale	SpecializedQuantitationType			Cy3	The median feature pixel intensity at wavelength 595 nm with the median background subtracted.
F595 SD	integer	linear_scale	Error		F595 Median	Cy3	The standard deviation of the feature intensity at wavelength 595 nm.
F595 Total Intensity	integer	linear_scale	SpecializedQuantitationType			Cy3	The sum of feature pixel intensities at 595 nm.
F685 % Sat.	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels at wavelength 685 nm that are saturated.
F685 CV	integer	linear_scale	SpecializedQuantitationType			Cy5	The coefficient of variation of feature pixel intensity.
F685 Mean	integer	linear_scale	MeasuredSignal			Cy5	Mean feature pixel intensity at wavelength 685 nm.
F685 Mean - B685	integer	linear_scale	SpecializedQuantitationType			Cy5	The mean feature pixel intensity at wavelength 685 nm with the median background subtracted.
F685 Median	integer	linear_scale	SpecializedQuantitationType			Cy5	Median feature pixel intensity at wavelength 685 nm.
F685 Median - B685	integer	linear_scale	SpecializedQuantitationType			Cy5	The median feature pixel intensity at wavelength 685 nm with the median background subtracted.
F685 SD	integer	linear_scale	Error		F685 Median	Cy5	The standard deviation of the feature intensity at wavelength 685 nm.
F685 Total Intensity	integer	linear_scale	SpecializedQuantitationType			Cy5	The sum of feature pixel intensities at 685 nm.
Log Ratio (685/595)	float	log_base_2	Ratio				Log (base 2) transform of the ratio of the medians.
Mean of Ratios (685/595)	float	linear_scale	SpecializedQuantitationType				The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Median of Ratios (685/595)	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Ratio of Means (685/595)	float	linear_scale	SpecializedQuantitationType				The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Medians (685/595)	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.
Ratios SD (685/595)	float	linear_scale	Error		Median of Ratios (685/595)		The geometric standard deviation of the pixel intensity ratios.
Rgn R2 (685/595)	float	linear_scale	SpecializedQuantitationType				The coefficient of determination for the current regression value.
Rgn Ratio (685/595)	float	linear_scale	SpecializedQuantitationType				The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.
SNR 595	float	linear_scale	SpecializedQuantitationType	1		Cy5	The signal-to-noise ratio at 595 nm, defined by (F595 Mean - B595 Mean) / (B595 SD)
SNR 685	float	linear_scale	SpecializedQuantitationType	1		Cy5	The signal-to-noise ratio at 685 nm, defined by (F685 Mean - B685 Mean) / (B685 SD)
Sum of Means (685/595)	integer	linear_scale	SpecializedQuantitationType				The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.
Sum of Medians (685/595)	integer	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength, with the median background subtracted.
% > B633+1SD	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 633 nm.
% > B633+2SD	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 633 nm.
B633	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The actual background value used for the feature in GenePix Pro calculations (as opposed to B633 Median, for example, which is the local median background.) This column is required because GenePix Pro 5.0 has global and negative control background subtrac
B633 CV	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The coefficient of variation of local background pixel intensity.
B633 Mean	integer	linear_scale	MeasuredSignal	1		Cy5	The mean feature background intensity at wavelength 633 nm.
B633 Median	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The median feature background intensity at wavelength 633 nm.
B633 SD	integer	linear_scale	Error	1	B633 Median	Cy5	The standard deviation of the feature background intensity at wavelength 633 nm.
F633 % Sat.	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels at wavelength 633 nm that are saturated.
F633 CV	integer	linear_scale	SpecializedQuantitationType			Cy5	The coefficient of variation of feature pixel intensity.
F633 Mean	integer	linear_scale	MeasuredSignal			Cy5	Mean feature pixel intensity at wavelength 633 nm.
F633 Mean - B633	integer	linear_scale	SpecializedQuantitationType			Cy5	The mean feature pixel intensity at wavelength 633 nm with the median background subtracted.
F633 Median	integer	linear_scale	SpecializedQuantitationType			Cy5	Median feature pixel intensity at wavelength 633 nm.
F633 Median - B633	integer	linear_scale	SpecializedQuantitationType			Cy5	The median feature pixel intensity at wavelength 633 nm with the median background subtracted.
F633 SD	integer	linear_scale	Error		F633 Median	Cy5	The standard deviation of the feature intensity at wavelength 633 nm.
F633 Total Intensity	integer	linear_scale	SpecializedQuantitationType			Cy5	The sum of feature pixel intensities at 633 nm.
Log Ratio (633/532)	float	log_base_2	Ratio				Log (base 2) transform of the ratio of the medians.
Mean of Ratios (633/532)	float	linear_scale	SpecializedQuantitationType				The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Median of Ratios (633/532)	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Ratio of Means (633/532)	float	linear_scale	SpecializedQuantitationType				The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Medians (633/532)	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.
Ratios SD (633/532)	float	linear_scale	Error		Median of Ratios (633/532)		The geometric standard deviation of the pixel intensity ratios.
Rgn R2 (633/532)	float	linear_scale	SpecializedQuantitationType				The coefficient of determination for the current regression value.
Rgn Ratio (633/532)	float	linear_scale	SpecializedQuantitationType				The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.
SNR 633	float	linear_scale	SpecializedQuantitationType	1		Cy5	The signal-to-noise ratio at 633 nm, defined by (F633 Mean - B633 Mean) / (B633 SD)
Sum of Means (633/532)	integer	linear_scale	SpecializedQuantitationType				The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.
Sum of Medians (633/532)	integer	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength, with the median background subtracted.
% > B532+1SD	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 532 nm.
% > B532+1SD2	integer	linear_scale	SpecializedQuantitationType			Cy3	
% > B532+2SD	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 532 nm.
% > B532+2SD2	integer	linear_scale	SpecializedQuantitationType			Cy3	
% > B563+1SD	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 563 nm.
% > B563+2SD	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 563 nm.
% > B635+1SD	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than one standard deviation above the background pixel intensity, at wavelength 635 nm.
% > B635+1SD2	integer	linear_scale	SpecializedQuantitationType			Cy5	
% > B635+2SD	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels with intensities more than two standard deviations above the background pixel intensity, at wavelength 635 nm.
% > B635+2SD2	integer	linear_scale	SpecializedQuantitationType			Cy5	
Autoflag	boolean	linear_scale	SpecializedQuantitationType				Reports whether or not a feature has been flagged from the Flag Features dialog box. It applies to good and bad flags only.
B Pixels	integer	linear_scale	SpecializedQuantitationType				The total number of background pixels.
B532	integer	linear_scale	SpecializedQuantitationType	1		Cy3	The actual background value used for the feature in GenePix Pro calculations (as opposed to B532 Median, for example, which is the local median background.) This column is required because GenePix Pro 5.0 has global and negative control background subtrac
B532 CV	integer	linear_scale	SpecializedQuantitationType	1		Cy3	The coefficient of variation of local background pixel intensity.
B532 Mean	integer	linear_scale	MeasuredSignal	1		Cy3	The mean feature background intensity at wavelength 532 nm.
B532 Median	integer	linear_scale	SpecializedQuantitationType	1		Cy3	The median feature background intensity at wavelength 532 nm.
B532 SD	integer	linear_scale	Error	1	B532 Median	Cy3	The standard deviation of the feature background intensity at wavelength 532 nm.
B532 SD2	float	linear_scale	Error	1	B532 Median	Cy3	
B563 Mean	integer	linear_scale	MeasuredSignal	1		Cy3	The mean feature background intensity at wavelength 563 nm.
B563 Median	integer	linear_scale	SpecializedQuantitationType	1		Cy3	The median feature background intensity at wavelength 563 nm.
B563 SD	integer	linear_scale	Error	1	B563 Median	Cy3	The standard deviation of the feature background intensity at wavelength 563 nm.
B635	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The actual background value used for the feature in GenePix Pro calculations (as opposed to B635 Median, for example, which is the local median background.) This column is required because GenePix Pro 5.0 has global and negative control background subtrac
B635 CV	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The coefficient of variation of local background pixel intensity.
B635 Mean	integer	linear_scale	MeasuredSignal	1		Cy5	The mean feature background intensity at wavelength 635 nm.
B635 Median	integer	linear_scale	SpecializedQuantitationType	1		Cy5	The median feature background intensity at wavelength 635 nm.
B635 SD	integer	linear_scale	Error	1	B635 Median	Cy5	The standard deviation of the feature background intensity at wavelength 635 nm.
B635 SD2	float	linear_scale	Error	1	B635 Median	Cy5	
Circularity	integer	linear_scale	SpecializedQuantitationType				A measure of circularity from 0 to 100, using a metric based on the variance of the distance of each boundary pixel to the centroid of the feature: 100 is most circular, 0 is most non-circular. Circular features always have a circularity of 100, square fe
Dia.	integer	linear_scale	SpecializedQuantitationType				The diameter in um of the feature-indicator.
F Pixels	integer	linear_scale	SpecializedQuantitationType				The total number of feature pixels.
F532 % Sat.	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels at wavelength 532 nm that are saturated.
F532 CV	integer	linear_scale	SpecializedQuantitationType			Cy3	The coefficient of variation of feature pixel intensity.
F532 Mean	integer	linear_scale	MeasuredSignal			Cy3	Mean feature pixel intensity at wavelength 532 nm.
F532 Mean - B532	integer	linear_scale	SpecializedQuantitationType			Cy3	The mean feature pixel intensity at wavelength 532 nm with the median background subtracted.
F532 Median	integer	linear_scale	SpecializedQuantitationType			Cy3	Median feature pixel intensity at wavelength 532 nm.
F532 Median - B532	integer	linear_scale	SpecializedQuantitationType			Cy3	The median feature pixel intensity at wavelength 532 nm with the median background subtracted.
F532 SD	integer	linear_scale	Error		F532 Median	Cy3	The standard deviation of the feature intensity at wavelength 532 nm.
F532 Total Intensity	integer	linear_scale	SpecializedQuantitationType			Cy3	The sum of feature pixel intensities at 532 nm.
F563 % Sat.	integer	linear_scale	SpecializedQuantitationType			Cy3	The percentage of feature pixels at wavelength 563 nm that are saturated.
F563 Mean	integer	linear_scale	MeasuredSignal			Cy3	Mean feature pixel intensity at wavelength 563 nm.
F563 Mean - B563	integer	linear_scale	SpecializedQuantitationType			Cy3	The mean feature pixel intensity at wavelength 563 nm with the median background subtracted.
F563 Median	integer	linear_scale	SpecializedQuantitationType			Cy3	Median feature pixel intensity at wavelength 563 nm.
F563 Median - B563	integer	linear_scale	SpecializedQuantitationType			Cy3	The median feature pixel intensity at wavelength 563 nm with the median background subtracted.
F563 SD	integer	linear_scale	Error		F563 Median	Cy3	The standard deviation of the feature intensity at wavelength 563 nm.
F635 % Sat.	integer	linear_scale	SpecializedQuantitationType			Cy5	The percentage of feature pixels at wavelength 635 nm that are saturated.
F635 CV	integer	linear_scale	SpecializedQuantitationType			Cy5	The coefficient of variation of feature pixel intensity.
F635 Mean	integer	linear_scale	MeasuredSignal			Cy5	Mean feature pixel intensity at wavelength 635 nm.
F635 Mean - B635	integer	linear_scale	SpecializedQuantitationType			Cy5	The mean feature pixel intensity at wavelength 635 nm with the median background subtracted.
F635 Median	integer	linear_scale	SpecializedQuantitationType			Cy5	Median feature pixel intensity at wavelength 635 nm.
F635 Median - B635	integer	linear_scale	SpecializedQuantitationType			Cy5	The median feature pixel intensity at wavelength 635 nm with the median background subtracted.
F635 SD	integer	linear_scale	Error		F635 Median	Cy5	The standard deviation of the feature intensity at wavelength 635 nm.
F635 Total Intensity	integer	linear_scale	SpecializedQuantitationType			Cy5	The sum of feature pixel intensities at 635 nm.
Flags	integer	linear_scale	SpecializedQuantitationType				The type of flag associated with a feature: -100 = user-flagged null spot; -50 = software-flagged null spot; 0 = spot valid.
Log Ratio	float	log_base_2	Ratio				Log (base 2) transform of the ratio of the medians.
Log Ratio (532/635)	float	log_base_2	Ratio				log (base 2) transform of the ratio of the medians.
Log Ratio (635/532)	float	log_base_2	Ratio				Log (base 2) transform of the ratio of the medians.
Mean of Ratios	float	linear_scale	SpecializedQuantitationType				The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Mean of Ratios (532/635)	float	linear_scale	SpecializedQuantitationType				The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Mean of Ratios (635/532)	float	linear_scale	SpecializedQuantitationType				The geometric mean of the pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Median of Ratios	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Median of Ratios (532/635)	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Median of Ratios (635/532)	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities, with the median background subtracted.
Normalize	integer	unscaled	PresentAbsent				The normalization status of the feature (included/not included).
Ratio of Means	float	linear_scale	SpecializedQuantitationType				The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Means (532/635)	float	linear_scale	SpecializedQuantitationType				The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Means (635/532)	float	linear_scale	SpecializedQuantitationType				The ratio of the arithmetic mean intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Medians	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Medians (532/635)	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.
Ratio of Medians (635/532)	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength, with the median background subtracted.
Ratios SD	float	linear_scale	Error		Median of Ratios		The geometric standard deviation of the pixel intensity ratios.
Ratios SD (532/635)	float	linear_scale	Error		Median of Ratios (532/635)		The geometric standard deviation of the pixel intensity ratios.
Ratios SD (635/532)	float	linear_scale	Error		Median of Ratios (635/532)		The geometric standard deviation of the pixel intensity ratios.
Rgn R  (532/635)	float	linear_scale	SpecializedQuantitationType				
Rgn R2	float	linear_scale	SpecializedQuantitationType				The coefficient of determination for the current regression value.
Rgn R2 (532/635)	float	linear_scale	SpecializedQuantitationType				The coefficient of determination for the current regression value.
Rgn R2 (635/532)	float	linear_scale	SpecializedQuantitationType				The coefficient of determination for the current regression value.
Rgn Ratio	float	linear_scale	SpecializedQuantitationType				The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.
Rgn Ratio (532/635)	float	linear_scale	SpecializedQuantitationType				The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.
Rgn Ratio (635/532)	float	linear_scale	SpecializedQuantitationType				The regression ratio of every pixel in a 2-feature-diameter circle around the center of the feature.
Rgn R%G�%@	float	linear_scale	SpecializedQuantitationType				
Rgn R%G�%@ (635/532)	float	linear_scale	SpecializedQuantitationType				
Rgn R%G�%@ (532/635)	float	linear_scale	SpecializedQuantitationType				
SNR 532	float	linear_scale	SpecializedQuantitationType	1		Cy3	The signal-to-noise ratio at 532 nm, defined by (F532 Mean - B532 Mean) / (B532 SD)
SNR 635	float	linear_scale	SpecializedQuantitationType	1		Cy5	The signal-to-noise ratio at 635 nm, defined by (F635 Mean - B635 Mean) / (B635 SD)
Sum of Means	integer	linear_scale	SpecializedQuantitationType				The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.
Sum of Means (532/635)	integer	linear_scale	SpecializedQuantitationType				The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.
Sum of Means (635/532)	integer	linear_scale	SpecializedQuantitationType				The sum of the arithmetic mean intensities for each wavelength, with the median background subtracted.
Sum of Medians	integer	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength, with the median background subtracted.
Sum of Medians (532/635)	integer	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength, with the median background subtracted.
Sum of Medians (635/532)	integer	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength, with the median background subtracted.
X	integer	linear_scale	SpecializedQuantitationType				The X-coordinate in um of the center of the feature-indicator associated with the feature, where (0,0) is the top left of the image.
Y	integer	linear_scale	SpecializedQuantitationType				The Y-coordinate in um of the center of the feature-indicator associated with the feature, where (0,0) is the top left of the image.
>>>GeneTAC							
Background med Cy3	float	linear_scale	MeasuredSignal	1		Cy3	
Background med Cy5	float	linear_scale	MeasuredSignal	1		Cy5	
Background med ratio	float	linear_scale	Ratio	1			
Background st dev Cy3	float	linear_scale	Error	1	Background med Cy3	Cy3	
Background st dev Cy5	float	linear_scale	Error	1	Background med Cy5	Cy5	
Signal med Cy3	float	linear_scale	MeasuredSignal			Cy3	
Signal med Cy5	float	linear_scale	MeasuredSignal			Cy5	
Signal med ratio	float	linear_scale	Ratio				
Signal st dev Cy3	float	linear_scale	Error		Signal med Cy3	Cy3	
Signal st dev Cy5	float	linear_scale	Error		Signal med Cy5	Cy5	
>>>ImaGene[BioDiscovery]							
Area To Perimeter_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	This quality measure defines the spot's circularity. Area of a spot is divided by a square of spot perimeter and multiplied by 4&#960;. As a result, this measure ranges from 0 (highly non-circular shape) to 1 (a perfect circle).
Area To Perimeter_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	This quality measure defines the spot's circularity. Area of a spot is divided by a square of spot perimeter and multiplied by 4&#960;. As a result, this measure ranges from 0 (highly non-circular shape) to 1 (a perfect circle).
Background Area_Cy3	integer	linear_scale	SpecializedQuantitationType	1		Cy3	Number of pixels in the local background region.
Background Area_Cy5	integer	linear_scale	SpecializedQuantitationType	1		Cy5	Number of pixels in the local background region.
Background Contamination Present_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Background Contamination Present_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Background Mean	float	linear_scale	MeasuredSignal	1			
Background Mean_Cy3	float	linear_scale	MeasuredSignal	1		Cy3	Pixel intensity averaged over the local background region.
Background Mean_Cy5	float	linear_scale	MeasuredSignal	1		Cy5	Pixel intensity averaged over the local background region.
Background Median_Cy3	float	linear_scale	SpecializedQuantitationType	1		Cy3	Median pixel intensity computed over the local background region.
Background Median_Cy5	float	linear_scale	SpecializedQuantitationType	1		Cy5	Median pixel intensity computed over the local background region.
Background Mode_Cy3	float	linear_scale	SpecializedQuantitationType	1		Cy3	Mode pixel intensity computed over the local background region.
Background Mode_Cy5	float	linear_scale	SpecializedQuantitationType	1		Cy5	Mode pixel intensity computed over the local background region.
Background Stdev	float	linear_scale	Error	1	Background Mean		
Background Stdev_Cy3	float	linear_scale	Error	1	Background Mean_Cy3	Cy3	Standard deviation of pixel intensities over the local background region.
Background Stdev_Cy5	float	linear_scale	Error	1	Background Mean_Cy5	Cy5	Standard deviation of pixel intensities over the local background region.
Background Total_Cy3	integer	linear_scale	SpecializedQuantitationType	1		Cy3	Total pixel intensity summed over the local background region.
Background Total_Cy5	integer	linear_scale	SpecializedQuantitationType	1		Cy5	Total pixel intensity summed over the local background region.
Background contamination present_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed background contamination test, 1 if it did not.
Background contamination present_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed background contamination test, 1 if it did not.
CM Offset-X_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	X offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM Offset-X_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	X offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM Offset-Y_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Y offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM Offset-Y_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Y offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM Offset_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM Offset_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Offset (in pixels) of the spot's center of the mass from the expected position in the grid.
CM-X_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	X coordinate of the center of the mass of spot's signal region.
CM-X_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	X coordinate of the center of the mass of spot's signal region.
CM-Y_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Y coordinate of the center of the mass of spot's signal region.
CM-Y_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Y coordinate of the center of the mass of spot's signal region.
Control_Cy3	string_datatype	unscaled	SpecializedQuantitationType			Cy3	Name of a control type for current spot (no name means the spot is not a control spot).
Control_Cy5	string_datatype	unscaled	SpecializedQuantitationType			Cy5	Name of a control type for current spot (no name means the spot is not a control spot).
Diameter	integer	linear_scale	SpecializedQuantitationType				
Diameter_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Diameter (in pixels) of grid circle corresponding to the spot.
Diameter_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Diameter (in pixels) of grid circle corresponding to the spot.
Empty spot_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed offset test, 1 if it did not.
Empty spot_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed offset test, 1 if it did not.
Expected X_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	X coordinate of expected position of the circle in the grid. Expected position in the grid is computed fitting least square lines to circle centers in every row and column.
Expected X_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	X coordinate of expected position of the circle in the grid. Expected position in the grid is computed fitting least square lines to circle centers in every row and column.
Expected Y_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Y coordinate of expected position of the circle in the grid. Expected position in the grid is computed fitting least square lines to circle centers in every row and column.
Expected Y_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Y coordinate of expected position of the circle in the grid. Expected position in the grid is computed fitting least square lines to circle centers in every row and column.
Failed Control_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the control passed all tests, 1 if at least one of the tests failed.
Failed Control_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the control passed all tests, 1 if at least one of the tests failed.
Field	string_datatype	unscaled	SpecializedQuantitationType				Name of a field where the spot is located.
Flag	boolean	unscaled	PresentAbsent				
Flag_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Numeric code for the spot (0 - no flag, flag codes 1,...,7).
Flag_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Numeric code for the spot (0 - no flag, flag codes 1,...,7).
Gene ID	string_datatype	unscaled	SpecializedQuantitationType				Gene ID information for the spot.
Ignored % failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed ignored percentage test, 1 if it did not.
Ignored % failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed ignored percentage test, 1 if it did not.
Ignored Area_Cy3	integer	linear_scale	SpecializedQuantitationType			Cy3	Area of ignored regions directly neighboring ("touching") the signal area is computed.
Ignored Area_Cy5	integer	linear_scale	SpecializedQuantitationType			Cy5	Area of ignored regions directly neighboring ("touching") the signal area is computed.
Ignored Median_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Median pixel intensity computed over the local ignored region.
Ignored Median_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Median pixel intensity computed over the local ignored region.
Max Diam_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Diameter of the circle, the spot's signal region can be inscribed in.
Max Diam_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Diameter of the circle, the spot's signal region can be inscribed in.
Min Diam_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Diameter of the circle inscribed into the spot's signal region.
Min Diam_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Diameter of the circle inscribed into the spot's signal region.
Negative spot_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	1 if the spot was qualified as negative, 0 if it was not.
Negative spot_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	1 if the spot was qualified as negative, 0 if it was not.
Offset X_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	X Offset (in pixels) of the center of the grid circle from the expected position in the grid.
Offset X_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	X Offset (in pixels) of the center of the grid circle from the expected position in the grid.
Offset Y_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Y Offset (in pixels) of the center of the grid circle from the expected position in the grid.
Offset Y_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Y Offset (in pixels) of the center of the grid circle from the expected position in the grid.
Offset failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed offset test, 1 if it did not.
Offset failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed offset test, 1 if it did not.
Open Perimeter Failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Open Perimeter Failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Open Perimeter_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Computes the proportion of signal perimeter that touches the border of rectangular snip around the spot.
Open Perimeter_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Computes the proportion of signal perimeter that touches the border of rectangular snip around the spot.
Open perimeter failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot open perimeter test, 1 if it did not.
Open perimeter failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot open perimeter test, 1 if it did not.
Perim-To-Area_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	
Perim-To-Area_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	
Perim-to-area failed_Cy3	boolean	linear_scale	SpecializedQuantitationType			Cy3	0 if the spot passed perimeter-to-area test, 1 if it did not.
Perim-to-area failed_Cy5	boolean	linear_scale	SpecializedQuantitationType			Cy5	0 if the spot passed perimeter-to-area test, 1 if it did not.
Position Offset_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	
Position Offset_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	
Position offset_Cy3	float	linear_scale	SpecializedQuantitationType			Cy3	Offset (in pixels) of the center of the grid circle from the expected position in the grid.
Position offset_Cy5	float	linear_scale	SpecializedQuantitationType			Cy5	Offset (in pixels) of the center of the grid circle from the expected position in the grid.
